amount,method,customer_segment,time_of_day,day_of_week,cause_category,previous_failure_count,retry_count,subscription_flag,previous_recovery_history,self_recovered
149900,wallet,returning,3,0,generic_decline,7,5,0,0.08,0
99900,upi,returning,21,5,insufficient_funds,7,3,1,0.75,1
299900,netbanking,new,4,6,bank_server_timeout,11,4,0,0.71,1
199900,netbanking,churned,4,2,insufficient_funds,0,0,1,0.08,0
999900,wallet,returning,15,1,ambiguous_timeout,6,3,1,0.52,1
149900,wallet,high_value,4,3,insufficient_funds,8,1,1,0.4,0
199900,upi,churned,21,0,bank_server_timeout,6,2,0,0.52,0
499900,netbanking,returning,7,3,card_expired,5,5,0,0.69,0
499900,netbanking,churned,23,4,otp_timeout,0,2,0,0.61,0
999900,wallet,new,15,1,ambiguous_timeout,3,5,0,0.07,1
199900,netbanking,returning,20,2,generic_decline,10,2,1,0.56,0
99900,upi,high_value,19,1,bank_server_timeout,6,3,1,0.49,1
299900,card,high_value,20,3,generic_decline,2,4,1,0.42,0
199900,card,new,22,3,bank_server_timeout,1,1,0,0.16,1
1499900,wallet,new,2,5,generic_decline,6,3,0,0.19,0
49900,wallet,new,21,1,card_expired,9,5,0,0.94,0
299900,wallet,returning,3,4,insufficient_funds,8,5,0,0.5,0
49900,upi,returning,8,1,insufficient_funds,10,2,1,0.26,0
99900,wallet,churned,10,4,card_expired,2,0,1,0.82,1
1499900,card,new,5,4,generic_decline,11,1,1,0.81,0
199900,wallet,returning,13,6,bank_server_timeout,7,2,0,0.9,0
199900,card,high_value,16,6,insufficient_funds,2,1,0,0.15,0
149900,wallet,returning,17,4,generic_decline,5,5,0,0.89,1
999900,upi,high_value,18,0,insufficient_funds,1,1,0,0.96,0
1499900,netbanking,churned,8,4,otp_timeout,1,0,0,0.4,0
99900,wallet,churned,8,2,insufficient_funds,11,2,1,0.43,0
99900,upi,returning,14,6,ambiguous_timeout,1,2,1,0.75,0
149900,card,high_value,12,5,card_expired,6,0,1,0.01,0
999900,wallet,returning,1,1,generic_decline,12,2,0,0.98,0
149900,upi,returning,19,3,card_expired,1,3,1,0.3,1
299900,upi,churned,11,4,otp_timeout,9,1,0,0.33,0
299900,upi,high_value,20,4,insufficient_funds,5,3,0,0.91,1
499900,upi,new,17,1,generic_decline,11,4,0,0.37,0
49900,upi,returning,5,4,bank_server_timeout,3,4,0,0.88,0
199900,upi,high_value,9,6,generic_decline,8,0,0,0.9,0
49900,wallet,returning,21,5,insufficient_funds,6,4,1,0.37,0
999900,netbanking,returning,0,1,insufficient_funds,8,1,1,0.13,0
1499900,card,new,18,6,generic_decline,5,0,1,0.19,0
999900,card,returning,10,5,bank_server_timeout,1,3,1,0.48,1
499900,card,new,3,5,otp_timeout,2,2,0,0.51,0
99900,wallet,churned,1,0,insufficient_funds,1,4,1,0.78,1
1499900,netbanking,new,0,0,ambiguous_timeout,5,0,0,0.57,0
1499900,wallet,churned,15,6,ambiguous_timeout,6,2,1,0.21,0
99900,wallet,new,12,5,bank_server_timeout,5,4,0,0.3,0
199900,card,high_value,18,4,ambiguous_timeout,2,4,0,0.67,1
99900,upi,returning,19,4,generic_decline,5,1,0,0.95,1
99900,netbanking,returning,2,3,otp_timeout,8,2,1,0.05,0
299900,netbanking,new,3,0,ambiguous_timeout,2,3,1,0.48,0
1499900,upi,returning,17,5,otp_timeout,4,0,1,0.66,1
99900,netbanking,new,8,5,ambiguous_timeout,8,5,1,0.21,0
999900,netbanking,churned,7,1,bank_server_timeout,3,4,1,0.93,1
999900,wallet,churned,4,6,otp_timeout,5,4,0,0.39,0
299900,card,returning,13,0,card_expired,7,2,0,0.04,0
999900,wallet,churned,14,4,card_expired,0,4,1,0.91,0
999900,card,high_value,5,4,otp_timeout,4,5,1,0.41,1
49900,netbanking,high_value,22,2,bank_server_timeout,9,4,1,0.47,0
1499900,upi,high_value,10,0,bank_server_timeout,5,1,1,0.66,1
99900,netbanking,returning,9,3,otp_timeout,12,3,1,0.9,1
299900,card,churned,2,1,insufficient_funds,4,2,0,0.19,0
49900,card,new,19,3,bank_server_timeout,7,2,1,0.11,1
1499900,netbanking,new,20,0,otp_timeout,3,2,0,0.34,0
149900,card,churned,18,4,bank_server_timeout,2,0,1,0.19,1
49900,wallet,churned,13,2,insufficient_funds,1,1,0,0.93,1
299900,netbanking,high_value,23,3,otp_timeout,7,3,1,0.46,0
99900,upi,high_value,23,1,card_expired,10,3,1,0.39,0
999900,wallet,churned,19,3,generic_decline,7,0,1,0.19,0
999900,wallet,returning,4,4,insufficient_funds,2,4,1,0.55,0
499900,upi,high_value,6,2,insufficient_funds,10,5,0,0.67,0
49900,upi,new,12,1,bank_server_timeout,9,4,1,0.44,1
299900,upi,returning,20,4,insufficient_funds,4,5,0,0.7,0
299900,wallet,returning,21,4,card_expired,5,3,1,0.43,0
1499900,card,new,18,4,generic_decline,3,1,1,0.8,0
299900,upi,returning,12,6,ambiguous_timeout,3,1,0,0.34,1
1499900,netbanking,churned,17,0,otp_timeout,2,5,0,0.84,0
1499900,upi,returning,16,0,card_expired,9,4,0,0.91,0
149900,card,new,16,6,generic_decline,7,3,0,0.07,0
149900,wallet,high_value,23,5,generic_decline,10,1,0,0.91,1
99900,upi,high_value,8,3,generic_decline,10,4,1,0.35,1
99900,netbanking,churned,12,1,ambiguous_timeout,0,1,0,0.17,0
49900,wallet,high_value,23,5,generic_decline,5,4,0,0.03,0
999900,wallet,churned,6,5,otp_timeout,8,1,0,0.86,1
999900,upi,churned,16,4,otp_timeout,8,5,0,0.17,0
199900,card,returning,16,0,ambiguous_timeout,6,0,1,0.87,1
149900,netbanking,new,15,1,insufficient_funds,10,1,0,0.44,0
999900,card,churned,21,0,ambiguous_timeout,10,4,1,0.62,0
199900,netbanking,high_value,1,0,otp_timeout,9,2,1,0.12,0
1499900,upi,new,14,4,insufficient_funds,0,2,0,0.3,0
499900,upi,returning,13,6,card_expired,9,2,0,0.02,0
199900,netbanking,high_value,0,5,ambiguous_timeout,8,0,0,1.0,1
999900,wallet,high_value,2,3,bank_server_timeout,11,5,0,0.88,0
999900,upi,returning,14,0,insufficient_funds,11,1,0,0.48,0
499900,netbanking,returning,14,5,ambiguous_timeout,5,2,0,0.81,1
149900,wallet,high_value,15,2,generic_decline,1,5,1,0.98,0
49900,netbanking,high_value,4,1,otp_timeout,12,0,0,0.73,0
499900,card,high_value,4,1,bank_server_timeout,10,4,1,0.98,1
99900,upi,returning,5,5,card_expired,4,1,0,0.81,0
499900,wallet,churned,6,3,ambiguous_timeout,7,4,0,0.79,0
49900,netbanking,new,6,0,otp_timeout,8,2,0,0.64,0
199900,upi,returning,15,1,otp_timeout,6,4,1,0.06,0
199900,wallet,returning,0,2,insufficient_funds,12,2,0,0.14,0
99900,wallet,returning,5,3,bank_server_timeout,6,0,0,0.37,1
199900,netbanking,returning,3,1,otp_timeout,11,3,1,0.92,1
1499900,card,returning,2,0,otp_timeout,8,4,0,0.21,0
149900,card,new,0,5,otp_timeout,11,2,0,0.3,1
49900,card,returning,1,4,generic_decline,1,5,0,0.22,1
499900,upi,churned,16,5,bank_server_timeout,6,1,1,0.45,1
999900,upi,returning,2,3,card_expired,5,2,0,0.42,0
199900,wallet,returning,13,1,bank_server_timeout,4,0,0,0.03,0
999900,upi,new,10,2,card_expired,11,5,0,0.14,0
199900,wallet,churned,13,3,ambiguous_timeout,11,1,0,0.48,0
49900,upi,new,14,5,insufficient_funds,11,1,1,0.77,0
149900,netbanking,high_value,13,3,otp_timeout,6,2,1,0.09,0
149900,upi,new,12,0,card_expired,4,1,0,0.43,0
499900,netbanking,returning,20,0,card_expired,7,2,0,0.54,0
499900,netbanking,churned,0,1,otp_timeout,0,5,0,0.38,1
49900,card,returning,5,1,insufficient_funds,1,5,0,0.21,0
49900,card,high_value,22,2,bank_server_timeout,11,5,1,0.27,1
999900,card,high_value,8,6,bank_server_timeout,7,0,1,0.69,1
299900,netbanking,high_value,16,6,ambiguous_timeout,3,2,0,0.42,1
499900,netbanking,high_value,20,1,ambiguous_timeout,5,2,1,0.15,1
499900,netbanking,new,7,6,otp_timeout,0,0,1,0.32,0
199900,card,returning,6,6,generic_decline,0,1,0,0.46,1
99900,card,returning,12,5,otp_timeout,4,1,1,0.4,0
199900,upi,new,4,1,ambiguous_timeout,1,3,0,0.47,1
499900,card,churned,9,2,otp_timeout,0,5,0,0.6,0
499900,card,new,18,0,ambiguous_timeout,5,2,1,0.74,0
199900,netbanking,new,7,3,generic_decline,6,4,1,0.01,0
199900,upi,churned,1,6,bank_server_timeout,9,3,1,0.33,0
149900,card,returning,11,0,card_expired,7,3,1,0.44,0
149900,wallet,churned,23,3,otp_timeout,11,3,0,0.84,0
49900,upi,high_value,20,4,card_expired,11,2,0,0.13,0
49900,wallet,returning,8,1,generic_decline,4,1,0,0.59,0
199900,wallet,churned,10,1,otp_timeout,8,4,1,0.13,0
1499900,wallet,returning,8,6,card_expired,6,3,1,0.82,1
1499900,upi,high_value,2,5,bank_server_timeout,11,5,1,0.24,1
49900,card,new,22,6,card_expired,9,2,0,0.08,0
1499900,upi,high_value,10,2,card_expired,7,3,1,0.93,0
99900,upi,churned,21,0,otp_timeout,3,3,1,0.33,0
299900,wallet,high_value,11,3,generic_decline,8,1,0,0.44,1
199900,wallet,churned,9,5,otp_timeout,0,3,0,0.06,0
199900,netbanking,high_value,13,4,card_expired,0,5,0,0.1,0
499900,netbanking,new,22,5,ambiguous_timeout,3,5,1,0.61,1
199900,card,high_value,22,4,card_expired,11,1,1,0.92,0
299900,netbanking,new,8,1,otp_timeout,0,5,0,0.02,1
99900,wallet,new,22,1,bank_server_timeout,6,3,0,0.74,1
299900,wallet,churned,8,2,otp_timeout,8,3,1,0.1,0
149900,card,returning,9,5,card_expired,1,3,1,0.4,0
99900,netbanking,returning,3,5,ambiguous_timeout,0,1,0,0.87,0
149900,card,churned,4,5,bank_server_timeout,10,5,1,0.95,1
99900,netbanking,high_value,13,2,insufficient_funds,9,2,1,0.99,0
49900,netbanking,returning,1,0,card_expired,11,1,1,0.83,0
149900,wallet,churned,23,0,generic_decline,10,3,1,0.26,0
299900,upi,high_value,15,2,insufficient_funds,12,3,0,0.94,0
999900,netbanking,new,20,2,otp_timeout,2,0,1,0.86,0
199900,card,returning,17,1,insufficient_funds,3,3,1,0.75,0
1499900,card,high_value,20,6,insufficient_funds,10,0,0,0.03,0
49900,netbanking,high_value,0,6,bank_server_timeout,8,0,0,0.47,1
149900,netbanking,high_value,16,0,generic_decline,8,2,1,0.73,0
149900,upi,returning,16,5,generic_decline,8,4,0,0.92,0
49900,upi,churned,16,5,bank_server_timeout,3,1,0,0.47,1
199900,card,new,13,5,bank_server_timeout,12,4,1,0.06,0
149900,upi,returning,7,0,bank_server_timeout,7,1,1,0.89,1
149900,netbanking,churned,9,1,card_expired,1,5,0,0.5,0
199900,card,churned,21,3,otp_timeout,9,2,1,0.25,0
299900,wallet,high_value,21,2,ambiguous_timeout,0,2,0,0.32,1
49900,wallet,churned,11,3,card_expired,11,4,0,0.12,0
149900,card,churned,1,2,card_expired,8,2,0,0.83,0
999900,card,high_value,13,2,bank_server_timeout,2,0,1,0.65,1
49900,upi,high_value,20,1,otp_timeout,12,5,1,0.95,1
499900,netbanking,new,15,1,card_expired,1,5,0,0.14,1
99900,netbanking,high_value,8,5,bank_server_timeout,3,0,1,0.74,1
299900,upi,returning,14,0,card_expired,10,3,0,0.62,0
199900,card,churned,18,1,card_expired,6,3,0,0.47,0
149900,card,high_value,23,3,insufficient_funds,2,4,0,0.24,0
199900,wallet,returning,13,4,bank_server_timeout,12,5,0,0.93,0
99900,card,returning,11,4,card_expired,12,0,1,0.72,0
1499900,netbanking,churned,20,4,generic_decline,0,4,1,0.8,0
99900,wallet,returning,20,0,ambiguous_timeout,11,1,0,0.7,1
1499900,netbanking,returning,23,5,insufficient_funds,2,1,0,0.87,1
49900,card,returning,2,5,bank_server_timeout,2,1,1,0.9,1
999900,wallet,high_value,7,2,ambiguous_timeout,2,0,1,0.15,1
149900,netbanking,new,8,1,bank_server_timeout,7,4,0,0.27,0
49900,netbanking,high_value,15,0,bank_server_timeout,4,4,1,0.77,1
299900,card,returning,8,5,card_expired,6,1,1,0.38,0
999900,wallet,high_value,14,3,bank_server_timeout,12,5,1,0.41,1
499900,upi,churned,19,3,generic_decline,2,3,0,0.17,0
49900,card,churned,17,6,otp_timeout,7,2,1,0.04,0
499900,upi,returning,22,3,ambiguous_timeout,11,3,0,0.4,1
149900,netbanking,new,0,3,otp_timeout,9,3,1,0.38,0
1499900,netbanking,new,12,2,generic_decline,12,4,1,0.35,0
149900,netbanking,churned,18,3,bank_server_timeout,10,2,0,0.68,1
99900,card,churned,3,3,insufficient_funds,0,2,0,0.77,0
299900,upi,new,22,3,generic_decline,1,4,0,0.69,0
299900,wallet,high_value,12,1,generic_decline,0,0,0,0.92,0
199900,card,churned,9,5,otp_timeout,2,1,0,0.13,0
999900,card,new,6,3,card_expired,7,4,0,0.51,0
199900,card,new,5,2,card_expired,6,4,1,0.27,0
149900,wallet,high_value,11,0,ambiguous_timeout,4,0,0,0.33,0
999900,wallet,high_value,14,3,bank_server_timeout,6,0,1,0.13,1
999900,netbanking,high_value,13,4,insufficient_funds,5,2,0,0.24,0
499900,wallet,high_value,19,2,generic_decline,8,0,0,0.46,1
149900,wallet,churned,23,5,insufficient_funds,8,1,0,0.85,0
99900,wallet,new,6,4,otp_timeout,0,5,1,0.6,0
499900,wallet,new,22,3,insufficient_funds,12,2,1,0.5,0
49900,upi,returning,23,1,card_expired,12,1,1,0.98,0
49900,wallet,new,10,6,ambiguous_timeout,3,0,0,0.1,0
49900,wallet,high_value,9,4,bank_server_timeout,12,0,0,0.48,1
199900,upi,returning,2,6,insufficient_funds,5,4,1,0.95,0
99900,wallet,returning,15,6,generic_decline,10,4,0,0.17,0
149900,upi,returning,6,6,ambiguous_timeout,8,5,1,0.14,0
499900,wallet,high_value,15,1,bank_server_timeout,2,5,1,0.08,0
99900,wallet,high_value,3,4,bank_server_timeout,8,0,1,0.07,1
1499900,card,returning,11,6,insufficient_funds,7,3,0,0.98,0
1499900,wallet,churned,2,0,ambiguous_timeout,6,4,0,0.87,0
299900,netbanking,new,21,6,otp_timeout,10,5,1,0.64,0
99900,upi,high_value,3,1,otp_timeout,8,5,1,0.59,1
499900,wallet,returning,11,2,generic_decline,10,5,0,0.07,0
1499900,netbanking,new,21,3,otp_timeout,0,0,1,0.01,0
149900,wallet,high_value,8,0,generic_decline,10,4,0,0.66,0
149900,netbanking,high_value,10,5,bank_server_timeout,7,1,1,0.05,1
49900,wallet,new,15,3,bank_server_timeout,9,5,1,0.62,0
1499900,card,high_value,19,5,otp_timeout,10,5,0,0.84,1
999900,wallet,returning,14,5,card_expired,12,3,1,0.64,0
499900,upi,new,22,5,generic_decline,12,0,1,0.88,1
199900,netbanking,new,19,6,ambiguous_timeout,7,1,1,0.48,1
499900,card,returning,22,1,card_expired,0,1,0,0.42,0
499900,wallet,high_value,19,0,insufficient_funds,10,4,1,0.7,0
499900,card,new,14,1,generic_decline,10,4,0,0.96,0
299900,upi,returning,4,6,ambiguous_timeout,11,0,1,0.54,0
499900,netbanking,high_value,16,4,otp_timeout,9,4,1,0.18,1
199900,wallet,high_value,2,4,generic_decline,11,5,0,0.1,0
999900,card,new,21,4,card_expired,9,1,0,0.65,0
1499900,card,churned,17,2,card_expired,0,3,1,0.02,0
99900,wallet,new,17,3,ambiguous_timeout,8,0,0,0.03,0
149900,wallet,churned,17,0,otp_timeout,2,0,0,0.02,0
299900,card,churned,19,5,insufficient_funds,1,4,0,0.73,0
499900,wallet,churned,17,6,ambiguous_timeout,6,5,0,0.64,0
99900,card,churned,0,6,ambiguous_timeout,2,0,0,0.07,0
1499900,wallet,churned,3,0,generic_decline,9,1,0,0.54,0
499900,upi,high_value,5,2,bank_server_timeout,7,5,1,0.97,0
999900,netbanking,high_value,22,4,otp_timeout,5,0,0,0.26,0
499900,wallet,high_value,14,2,bank_server_timeout,10,5,1,0.43,1
199900,netbanking,high_value,0,5,ambiguous_timeout,6,2,0,0.25,0
199900,netbanking,churned,10,6,bank_server_timeout,9,3,0,0.64,0
499900,upi,high_value,5,3,ambiguous_timeout,10,0,0,0.87,1
299900,wallet,new,6,5,generic_decline,7,3,1,0.32,0
49900,upi,returning,13,1,generic_decline,12,0,1,0.82,0
99900,upi,high_value,17,3,ambiguous_timeout,10,5,0,0.28,0
99900,wallet,new,16,1,card_expired,11,0,0,0.22,0
499900,card,churned,16,2,otp_timeout,9,1,0,0.86,1
1499900,wallet,churned,13,6,generic_decline,7,3,1,0.69,0
49900,card,new,1,6,ambiguous_timeout,10,4,1,0.15,1
999900,netbanking,new,21,5,generic_decline,5,4,0,0.75,0
99900,upi,high_value,7,0,ambiguous_timeout,7,4,1,0.27,1
149900,netbanking,high_value,7,1,card_expired,11,5,1,0.84,0
49900,upi,new,15,0,card_expired,8,3,0,0.56,0
499900,wallet,churned,0,5,bank_server_timeout,10,2,0,0.65,1
299900,wallet,new,4,2,generic_decline,4,2,0,0.18,0
999900,netbanking,returning,9,4,card_expired,5,0,1,0.53,0
99900,netbanking,high_value,1,0,insufficient_funds,7,4,0,0.22,0
199900,wallet,high_value,9,1,ambiguous_timeout,6,1,1,0.53,0
99900,card,churned,16,5,insufficient_funds,9,0,0,0.28,0
149900,netbanking,new,16,5,otp_timeout,3,0,0,0.06,1
1499900,wallet,returning,13,5,generic_decline,2,1,0,0.41,0
199900,wallet,returning,9,6,card_expired,11,1,1,0.91,0
99900,netbanking,new,5,6,ambiguous_timeout,6,4,0,0.46,0
149900,upi,churned,15,5,ambiguous_timeout,6,0,1,0.28,1
1499900,upi,new,8,5,otp_timeout,11,0,0,0.38,1
499900,upi,new,19,6,bank_server_timeout,5,2,1,0.9,1
99900,wallet,returning,6,1,bank_server_timeout,4,2,1,0.56,0
49900,card,returning,9,2,insufficient_funds,12,5,1,0.43,0
99900,upi,returning,8,1,card_expired,2,2,0,0.63,0
299900,wallet,returning,9,5,insufficient_funds,11,4,1,0.41,0
999900,wallet,new,9,6,insufficient_funds,0,3,1,0.99,0
99900,card,returning,23,6,insufficient_funds,1,0,1,0.35,0
499900,netbanking,new,20,2,insufficient_funds,6,5,0,0.97,0
999900,wallet,new,5,2,otp_timeout,2,4,0,0.21,1
999900,wallet,churned,4,3,insufficient_funds,6,3,1,0.29,0
1499900,upi,high_value,15,3,card_expired,11,0,0,0.88,0
499900,card,churned,20,1,bank_server_timeout,11,5,1,0.13,0
199900,netbanking,new,7,3,insufficient_funds,11,1,1,0.15,0
499900,netbanking,new,11,4,generic_decline,11,0,0,0.32,0
1499900,card,churned,2,5,generic_decline,4,1,0,0.73,0
149900,card,high_value,21,1,otp_timeout,10,5,1,0.99,1
999900,card,new,13,3,card_expired,12,5,0,0.42,0
99900,card,new,18,4,bank_server_timeout,0,0,0,0.0,1
99900,netbanking,churned,8,1,card_expired,10,4,1,0.13,0
149900,upi,high_value,6,1,otp_timeout,5,3,0,0.28,1
49900,upi,high_value,23,5,card_expired,1,0,0,0.79,1
149900,card,new,20,4,card_expired,5,1,0,0.56,1
1499900,upi,high_value,21,0,insufficient_funds,8,5,1,0.69,0
1499900,wallet,new,23,4,ambiguous_timeout,9,5,1,0.65,1
99900,card,new,14,0,generic_decline,11,2,1,0.27,0
1499900,wallet,returning,4,5,generic_decline,5,4,0,0.75,0
499900,netbanking,high_value,0,3,insufficient_funds,3,1,0,0.73,0
149900,card,churned,12,5,insufficient_funds,6,2,0,0.72,0
49900,card,new,2,3,ambiguous_timeout,9,3,1,0.4,0
999900,wallet,returning,13,6,otp_timeout,3,2,0,0.61,1
199900,upi,churned,0,0,card_expired,0,3,0,0.74,0
199900,card,new,0,6,insufficient_funds,11,3,0,0.1,0
149900,card,returning,20,5,generic_decline,9,1,0,0.6,0
299900,wallet,new,23,0,ambiguous_timeout,4,3,1,0.08,0
199900,netbanking,new,6,5,bank_server_timeout,0,5,1,0.61,1
1499900,upi,high_value,6,1,ambiguous_timeout,6,0,1,0.18,1
49900,upi,high_value,17,5,generic_decline,11,3,1,0.31,1
199900,card,high_value,13,3,generic_decline,11,5,1,0.57,0
149900,netbanking,new,22,5,bank_server_timeout,4,1,1,0.07,1
99900,wallet,high_value,6,2,ambiguous_timeout,1,2,1,0.15,0
149900,upi,returning,13,5,card_expired,11,1,0,0.49,0
149900,netbanking,churned,6,4,bank_server_timeout,8,3,0,0.05,1
1499900,netbanking,returning,9,1,ambiguous_timeout,8,5,0,0.78,1
99900,netbanking,churned,22,5,generic_decline,2,4,0,0.98,0
99900,card,returning,11,6,bank_server_timeout,7,1,0,0.09,1
999900,upi,returning,22,1,insufficient_funds,7,3,1,0.09,0
199900,card,new,23,5,bank_server_timeout,5,1,1,0.75,0
299900,card,new,6,4,generic_decline,12,3,0,0.91,0
49900,upi,churned,23,0,generic_decline,2,2,0,0.06,0
999900,upi,new,18,5,generic_decline,8,0,1,0.17,0
99900,wallet,high_value,2,1,insufficient_funds,3,4,1,0.19,1
99900,card,churned,12,3,generic_decline,6,0,1,0.71,0
499900,upi,new,18,1,otp_timeout,11,1,0,0.66,1
299900,netbanking,new,22,4,otp_timeout,4,3,0,0.79,0
999900,wallet,new,20,3,generic_decline,3,2,1,0.42,1
149900,upi,new,11,0,otp_timeout,9,1,0,0.12,0
99900,netbanking,new,11,1,otp_timeout,6,5,1,0.25,0
999900,wallet,high_value,5,3,insufficient_funds,7,3,1,0.55,0
499900,upi,new,16,0,otp_timeout,7,2,1,0.9,0
499900,wallet,churned,3,4,insufficient_funds,8,3,0,1.0,0
149900,upi,high_value,8,6,bank_server_timeout,10,2,0,0.72,1
199900,wallet,returning,13,6,otp_timeout,6,3,0,0.57,0
49900,card,high_value,21,4,card_expired,12,4,1,0.07,0
1499900,wallet,high_value,1,0,bank_server_timeout,10,2,0,0.7,0
149900,card,churned,21,3,generic_decline,9,1,1,1.0,0
299900,wallet,returning,23,0,card_expired,9,0,0,0.16,0
99900,upi,returning,23,2,generic_decline,12,1,1,0.86,0
49900,upi,new,1,4,insufficient_funds,4,1,0,0.53,0
499900,upi,high_value,4,1,card_expired,4,5,1,0.37,0
199900,upi,new,16,3,ambiguous_timeout,12,2,0,0.16,1
49900,wallet,churned,18,1,otp_timeout,6,5,0,0.39,0
1499900,wallet,high_value,2,0,bank_server_timeout,8,5,0,0.71,1
1499900,netbanking,returning,0,3,otp_timeout,1,1,1,0.58,0
299900,netbanking,new,5,4,bank_server_timeout,11,0,1,0.6,1
149900,upi,new,23,0,ambiguous_timeout,2,2,0,0.88,1
299900,card,churned,20,2,generic_decline,4,4,1,0.17,0
499900,upi,new,1,3,bank_server_timeout,10,3,1,0.27,0
1499900,upi,new,16,3,card_expired,12,1,1,0.86,0
99900,wallet,returning,7,0,generic_decline,3,1,1,0.13,1
149900,card,returning,13,5,generic_decline,10,2,1,0.09,0
1499900,card,churned,7,4,generic_decline,10,0,1,0.45,0
999900,card,new,10,3,otp_timeout,10,5,0,0.09,0
149900,upi,high_value,7,6,bank_server_timeout,2,0,1,0.17,1
149900,upi,new,2,0,insufficient_funds,0,0,1,0.97,1
499900,wallet,churned,5,4,card_expired,9,5,0,0.78,0
499900,card,churned,22,5,card_expired,3,0,1,0.61,0
149900,wallet,returning,18,6,otp_timeout,8,3,1,0.81,1
149900,netbanking,new,23,5,card_expired,11,0,1,0.31,0
99900,card,churned,16,0,insufficient_funds,1,4,1,0.18,0
499900,upi,new,12,4,ambiguous_timeout,7,4,0,0.46,1
149900,wallet,returning,18,5,bank_server_timeout,7,3,1,0.08,0
999900,upi,new,5,3,card_expired,9,5,1,0.5,0
149900,wallet,returning,8,6,bank_server_timeout,12,4,1,0.71,1
299900,card,churned,21,0,card_expired,0,4,0,0.78,0
1499900,wallet,churned,17,3,generic_decline,12,4,1,0.13,0
149900,wallet,returning,7,5,card_expired,5,5,0,0.55,0
1499900,netbanking,churned,4,0,insufficient_funds,12,4,0,0.43,0
149900,netbanking,returning,0,3,otp_timeout,12,4,0,0.34,1
299900,upi,churned,1,6,card_expired,10,1,1,0.64,0
1499900,netbanking,churned,2,6,generic_decline,12,3,1,0.6,0
299900,upi,returning,15,3,ambiguous_timeout,10,4,1,0.44,1
299900,card,churned,7,6,bank_server_timeout,2,3,0,0.83,0
1499900,upi,new,12,0,card_expired,9,5,1,0.56,0
999900,card,returning,3,3,card_expired,0,1,1,0.23,0
299900,upi,new,1,0,ambiguous_timeout,1,4,1,0.36,0
299900,netbanking,churned,9,3,bank_server_timeout,2,3,1,0.71,0
999900,wallet,high_value,11,3,insufficient_funds,8,3,1,0.08,1
1499900,netbanking,new,6,6,generic_decline,4,1,0,0.23,0
199900,wallet,high_value,16,1,otp_timeout,3,0,1,0.09,1
149900,upi,returning,6,2,insufficient_funds,8,2,0,0.83,0
499900,upi,returning,17,1,generic_decline,12,4,1,0.19,0
499900,card,churned,10,5,card_expired,0,5,1,0.44,0
999900,netbanking,churned,9,6,card_expired,11,1,0,0.85,0
299900,upi,churned,22,5,insufficient_funds,10,2,1,0.9,0
99900,upi,high_value,11,1,insufficient_funds,11,2,0,0.79,1
49900,wallet,new,0,0,generic_decline,10,0,0,0.71,0
99900,netbanking,high_value,9,0,generic_decline,5,5,0,0.77,0
49900,card,high_value,1,6,ambiguous_timeout,1,2,1,0.87,0
499900,wallet,churned,19,5,generic_decline,8,3,1,0.56,0
149900,upi,high_value,9,4,generic_decline,7,2,1,0.4,1
99900,upi,churned,15,5,ambiguous_timeout,7,5,0,0.2,0
999900,card,new,1,5,ambiguous_timeout,8,2,1,0.54,1
299900,netbanking,high_value,0,4,generic_decline,3,0,0,0.95,1
999900,wallet,high_value,5,5,generic_decline,1,4,0,0.18,0
49900,wallet,high_value,19,0,generic_decline,9,5,0,0.58,1
299900,upi,churned,2,6,bank_server_timeout,4,4,0,0.4,0
149900,upi,high_value,12,0,bank_server_timeout,8,4,0,0.01,1
199900,upi,churned,2,0,card_expired,9,5,1,0.08,0
299900,upi,high_value,5,1,bank_server_timeout,5,3,0,0.01,0
199900,netbanking,returning,11,0,ambiguous_timeout,10,4,0,0.71,1
49900,upi,new,3,6,generic_decline,8,0,1,0.61,1
99900,netbanking,high_value,17,0,bank_server_timeout,5,4,0,0.38,0
149900,netbanking,new,12,2,card_expired,8,0,0,0.43,0
999900,upi,high_value,6,5,otp_timeout,3,0,1,0.95,1
499900,wallet,churned,10,6,ambiguous_timeout,5,1,1,0.11,0
299900,upi,new,9,5,bank_server_timeout,8,1,1,0.29,0
99900,wallet,new,1,2,card_expired,10,0,1,0.67,0
299900,netbanking,churned,20,5,bank_server_timeout,10,2,0,0.15,0
1499900,upi,high_value,2,2,generic_decline,6,3,1,0.56,0
49900,upi,churned,17,5,bank_server_timeout,12,4,0,0.72,0
1499900,netbanking,churned,21,0,insufficient_funds,11,5,0,0.42,0
499900,upi,high_value,20,6,card_expired,10,2,0,0.34,0
199900,card,high_value,7,3,generic_decline,0,1,1,0.95,1
299900,card,returning,4,0,bank_server_timeout,4,5,1,0.84,0
99900,wallet,high_value,11,1,card_expired,3,5,1,0.33,0
299900,netbanking,churned,13,2,otp_timeout,2,0,1,0.88,0
1499900,upi,high_value,19,3,insufficient_funds,3,1,1,0.76,0
1499900,upi,churned,3,2,card_expired,11,2,1,0.52,0
499900,upi,new,20,2,card_expired,5,1,0,0.95,1
499900,netbanking,high_value,22,0,ambiguous_timeout,10,3,1,0.74,0
99900,wallet,new,5,3,insufficient_funds,7,0,1,0.2,0
499900,card,churned,3,1,otp_timeout,7,2,0,0.78,0
149900,netbanking,new,12,3,card_expired,11,2,0,0.16,0
199900,upi,high_value,2,2,generic_decline,6,1,1,0.95,0
